Prefix Length,Determiners,Prompt,Answer,Correct
2,sixteen-sixteen,"Laura got most of the shirts. Did Laura get none of the shirts? No.
The actor wanted two of the rings. Did the actor want some of the rings? Yes.
Sixteen of the scarves are pretty. Are sixteen of the scarves pretty?", Yes.,1
2,at least thirteen-at least thirteen,"Laura got most of the shirts. Did Laura get none of the shirts? No.
The actor wanted two of the rings. Did the actor want some of the rings? Yes.
Bill purchased at least thirteen of the shoes. Did Bill purchase at least thirteen of the shoes?", Yes.,1
2,thirteen-sixteen,"The teacher spotted half of the dogs. Did the teacher spot half of the dogs? Yes.
Sidney got none of the churros. Did Sidney get all of the churros? No.
The actress wanted thirteen of the mugs. Did the actress want sixteen of the mugs?", No.,1
2,sixteen-thirteen,"The teacher spotted half of the dogs. Did the teacher spot half of the dogs? Yes.
Sidney got none of the churros. Did Sidney get all of the churros? No.
The man got sixteen of the cherries. Did the man get thirteen of the cherries?", Yes.,1
2,sixteen-at least thirteen,"The teacher spotted half of the dogs. Did the teacher spot half of the dogs? Yes.
Sidney got none of the churros. Did Sidney get all of the churros? No.
Sixteen of the attractions are colourful. Are at least thirteen of the attractions colourful?", Yes.,1
2,at least thirteen-sixteen,"The teacher spotted half of the dogs. Did the teacher spot half of the dogs? Yes.
Sidney got none of the churros. Did Sidney get all of the churros? No.
Jo bought at least thirteen of the bottles. Did Jo buy sixteen of the bottles?", Yes.,0
2,sixteen-sixteen,"The teacher spotted half of the dogs. Did the teacher spot half of the dogs? Yes.
Sidney got none of the churros. Did Sidney get all of the churros? No.
The actress noticed sixteen of the oranges. Did the actress notice sixteen of the oranges?", Yes.,1
2,at least thirteen-at least thirteen,"The teacher spotted half of the dogs. Did the teacher spot half of the dogs? Yes.
Sidney got none of the churros. Did Sidney get all of the churros? No.
The man had at least thirteen of the shirts. Did the man have at least thirteen of the shirts?", Yes.,1
2,thirteen-sixteen,"Jo wanted several of the pretzels. Did Jo want none of the pretzels? No.
Mark owned some of the snacks. Did Mark own more than one of the snacks? Yes.
Sidney got thirteen of the pancakes. Did Sidney get sixteen of the pancakes?", No.,1
2,sixteen-thirteen,"Jo wanted several of the pretzels. Did Jo want none of the pretzels? No.
Mark owned some of the snacks. Did Mark own more than one of the snacks? Yes.
Bill had sixteen of the pretzels. Did Bill have thirteen of the pretzels?", No.,0
2,sixteen-at least thirteen,"Jo wanted several of the pretzels. Did Jo want none of the pretzels? No.
Mark owned some of the snacks. Did Mark own more than one of the snacks? Yes.
Ann ate sixteen of the pretzels. Did Ann eat at least thirteen of the pretzels?", Yes.,1
2,at least thirteen-sixteen,"Jo wanted several of the pretzels. Did Jo want none of the pretzels? No.
Mark owned some of the snacks. Did Mark own more than one of the snacks? Yes.
Sidney wanted at least thirteen of the pretzels. Did Sidney want sixteen of the pretzels?", No.,0
2,sixteen-sixteen,"Jo wanted several of the pretzels. Did Jo want none of the pretzels? No.
Mark owned some of the snacks. Did Mark own more than one of the snacks? Yes.
Sam wanted sixteen of the candles. Did Sam want sixteen of the candles?", No.,0
2,at least thirteen-at least thirteen,"Jo wanted several of the pretzels. Did Jo want none of the pretzels? No.
Mark owned some of the snacks. Did Mark own more than one of the snacks? Yes.
Mark ordered at least thirteen of the pancakes. Did Mark order at least thirteen of the pancakes?", Yes.,1
2,thirteen-sixteen,"The woman bought several of the bagels. Did the woman buy none of the bagels? No.
Sophie noticed both of the cherries. Did Sophie notice all of the cherries? Yes.
Bill spotted thirteen of the mice. Did Bill spot sixteen of the mice?", No.,1
2,sixteen-thirteen,"The woman bought several of the bagels. Did the woman buy none of the bagels? No.
Sophie noticed both of the cherries. Did Sophie notice all of the cherries? Yes.
The man ate sixteen of the oranges. Did the man eat thirteen of the oranges?", No.,0
2,sixteen-at least thirteen,"The woman bought several of the bagels. Did the woman buy none of the bagels? No.
Sophie noticed both of the cherries. Did Sophie notice all of the cherries? Yes.
Sixteen of the sweaters are blue. Are at least thirteen of the sweaters blue?", Yes.,1
2,at least thirteen-sixteen,"The woman bought several of the bagels. Did the woman buy none of the bagels? No.
Sophie noticed both of the cherries. Did Sophie notice all of the cherries? Yes.
Jo liked at least thirteen of the hats. Did Jo like sixteen of the hats?", No.,0
2,sixteen-sixteen,"The woman bought several of the bagels. Did the woman buy none of the bagels? No.
Sophie noticed both of the cherries. Did Sophie notice all of the cherries? Yes.
Sidney ordered sixteen of the mugs. Did Sidney order sixteen of the mugs?", No.,0
2,at least thirteen-at least thirteen,"The woman bought several of the bagels. Did the woman buy none of the bagels? No.
Sophie noticed both of the cherries. Did Sophie notice all of the cherries? Yes.
Jim noticed at least thirteen of the giraffes. Did Jim notice at least thirteen of the giraffes?", Yes.,1
2,thirteen-sixteen,"The singer had most of the chocolates. Did the singer have none of the chocolates? No.
Ann spotted three of the umbrellas. Did Ann spot three of the umbrellas? Yes.
The man owned thirteen of the strawberries. Did the man own sixteen of the strawberries?", No.,1
2,sixteen-thirteen,"The singer had most of the chocolates. Did the singer have none of the chocolates? No.
Ann spotted three of the umbrellas. Did Ann spot three of the umbrellas? Yes.
Jo sold sixteen of the sweaters. Did Jo sell thirteen of the sweaters?", No.,0
2,sixteen-at least thirteen,"The singer had most of the chocolates. Did the singer have none of the chocolates? No.
Ann spotted three of the umbrellas. Did Ann spot three of the umbrellas? Yes.
Sixteen of the sweaters are impressive. Are at least thirteen of the sweaters impressive?", Yes.,1
2,at least thirteen-sixteen,"The singer had most of the chocolates. Did the singer have none of the chocolates? No.
Ann spotted three of the umbrellas. Did Ann spot three of the umbrellas? Yes.
Ann sold at least thirteen of the bagels. Did Ann sell sixteen of the bagels?", No.,0
2,sixteen-sixteen,"The singer had most of the chocolates. Did the singer have none of the chocolates? No.
Ann spotted three of the umbrellas. Did Ann spot three of the umbrellas? Yes.
Jo ordered sixteen of the backpacks. Did Jo order sixteen of the backpacks?", Yes.,1
2,at least thirteen-at least thirteen,"The singer had most of the chocolates. Did the singer have none of the chocolates? No.
Ann spotted three of the umbrellas. Did Ann spot three of the umbrellas? Yes.
The teacher spotted at least thirteen of the signs. Did the teacher spot at least thirteen of the signs?", Yes.,1
2,thirteen-sixteen,"Several of the strawberries are colourful. Are none of the strawberries colourful? No.
Ann sold two of the bagels. Did Ann sell more than one of the bagels? Yes.
Sophie had thirteen of the pastries. Did Sophie have sixteen of the pastries?", No.,1
2,sixteen-thirteen,"Several of the strawberries are colourful. Are none of the strawberries colourful? No.
Ann sold two of the bagels. Did Ann sell more than one of the bagels? Yes.
Robin bought sixteen of the bottles. Did Robin buy thirteen of the bottles?", No.,0
2,sixteen-at least thirteen,"Several of the strawberries are colourful. Are none of the strawberries colourful? No.
Ann sold two of the bagels. Did Ann sell more than one of the bagels? Yes.
Sixteen of the cupcakes are colourful. Are at least thirteen of the cupcakes colourful?", Yes.,1
2,at least thirteen-sixteen,"Several of the strawberries are colourful. Are none of the strawberries colourful? No.
Ann sold two of the bagels. Did Ann sell more than one of the bagels? Yes.
Lucy saw at least thirteen of the parades. Did Lucy see sixteen of the parades?", No.,0
2,sixteen-sixteen,"Several of the strawberries are colourful. Are none of the strawberries colourful? No.
Ann sold two of the bagels. Did Ann sell more than one of the bagels? Yes.
Lucy owned sixteen of the cherries. Did Lucy own sixteen of the cherries?", Yes.,1
2,at least thirteen-at least thirteen,"Several of the strawberries are colourful. Are none of the strawberries colourful? No.
Ann sold two of the bagels. Did Ann sell more than one of the bagels? Yes.
Sidney purchased at least thirteen of the sweaters. Did Sidney purchase at least thirteen of the sweaters?", Yes.,1
2,thirteen-sixteen,"The singer wanted several of the sweaters. Did the singer want none of the sweaters? No.
The actor spotted some of the pancakes. Did the actor spot more than one of the pancakes? Yes.
Laura got thirteen of the oranges. Did Laura get sixteen of the oranges?", No.,1
2,sixteen-thirteen,"The singer wanted several of the sweaters. Did the singer want none of the sweaters? No.
The actor spotted some of the pancakes. Did the actor spot more than one of the pancakes? Yes.
Lucy ate sixteen of the cupcakes. Did Lucy eat thirteen of the cupcakes?", No.,0
2,sixteen-at least thirteen,"The singer wanted several of the sweaters. Did the singer want none of the sweaters? No.
The actor spotted some of the pancakes. Did the actor spot more than one of the pancakes? Yes.
Sixteen of the shoes are red. Are at least thirteen of the shoes red?", Yes.,1
2,at least thirteen-sixteen,"The singer wanted several of the sweaters. Did the singer want none of the sweaters? No.
The actor spotted some of the pancakes. Did the actor spot more than one of the pancakes? Yes.
Jo liked at least thirteen of the rings. Did Jo like sixteen of the rings?", No.,0
2,sixteen-sixteen,"The singer wanted several of the sweaters. Did the singer want none of the sweaters? No.
The actor spotted some of the pancakes. Did the actor spot more than one of the pancakes? Yes.
The singer sold sixteen of the apples. Did the singer sell sixteen of the apples?", Yes.,1
2,at least thirteen-at least thirteen,"The singer wanted several of the sweaters. Did the singer want none of the sweaters? No.
The actor spotted some of the pancakes. Did the actor spot more than one of the pancakes? Yes.
Sam wanted at least thirteen of the mugs. Did Sam want at least thirteen of the mugs?", Yes.,1
2,thirteen-sixteen,"Michael purchased exactly two of the sweaters. Did Michael purchase three of the sweaters? No.
The actress sold two of the backpacks. Did the actress sell some of the backpacks? Yes.
John bought thirteen of the hats. Did John buy sixteen of the hats?", No.,1
2,sixteen-thirteen,"Michael purchased exactly two of the sweaters. Did Michael purchase three of the sweaters? No.
The actress sold two of the backpacks. Did the actress sell some of the backpacks? Yes.
Adam owned sixteen of the cars. Did Adam own thirteen of the cars?", No.,0
2,sixteen-at least thirteen,"Michael purchased exactly two of the sweaters. Did Michael purchase three of the sweaters? No.
The actress sold two of the backpacks. Did the actress sell some of the backpacks? Yes.
Jo had sixteen of the pancakes. Did Jo have at least thirteen of the pancakes?", Yes.,1
2,at least thirteen-sixteen,"Michael purchased exactly two of the sweaters. Did Michael purchase three of the sweaters? No.
The actress sold two of the backpacks. Did the actress sell some of the backpacks? Yes.
At least thirteen of the snacks are tasty. Are sixteen of the snacks tasty?", No.,0
2,sixteen-sixteen,"Michael purchased exactly two of the sweaters. Did Michael purchase three of the sweaters? No.
The actress sold two of the backpacks. Did the actress sell some of the backpacks? Yes.
Sixteen of the shoes are cheap. Are sixteen of the shoes cheap?", Yes.,1
2,at least thirteen-at least thirteen,"Michael purchased exactly two of the sweaters. Did Michael purchase three of the sweaters? No.
The actress sold two of the backpacks. Did the actress sell some of the backpacks? Yes.
Ann purchased at least thirteen of the snacks. Did Ann purchase at least thirteen of the snacks?", Yes.,1
2,thirteen-sixteen,"John liked three of the snacks. Did John like more than two of the snacks? Yes.
Bill purchased none of the oranges. Did Bill purchase all of the oranges? No.
Sidney had thirteen of the oranges. Did Sidney have sixteen of the oranges?", No.,1
2,sixteen-thirteen,"John liked three of the snacks. Did John like more than two of the snacks? Yes.
Bill purchased none of the oranges. Did Bill purchase all of the oranges? No.
The actor owned sixteen of the sandwiches. Did the actor own thirteen of the sandwiches?", No.,0
2,sixteen-at least thirteen,"John liked three of the snacks. Did John like more than two of the snacks? Yes.
Bill purchased none of the oranges. Did Bill purchase all of the oranges? No.
Adam noticed sixteen of the shoes. Did Adam notice at least thirteen of the shoes?", Yes.,1
