Prefix Length,Determiners,Prompt,Answer,Correct
4,three-three,"Some of the candles are expensive. Are more than one of the candles expensive? Yes.
Jo wanted two of the sandwiches. Did Jo want half of the sandwiches? Maybe.
Exactly two of the bagels are on sale. Are none of the bagels on sale? No.
Sam wanted most of the apples. Did Sam want three of the apples? Maybe.
The woman wanted three of the cars. Did the woman want three of the cars?", Yes.,1
4,at least two-at least two,"Some of the candles are expensive. Are more than one of the candles expensive? Yes.
Jo wanted two of the sandwiches. Did Jo want half of the sandwiches? Maybe.
Exactly two of the bagels are on sale. Are none of the bagels on sale? No.
Sam wanted most of the apples. Did Sam want three of the apples? Maybe.
At least two of the bagels are cold. Are at least two of the bagels cold?", Yes.,1
4,two-three,"Two of the pretzels are mouldy. Are half of the pretzels mouldy? Maybe.
Mary bought exactly two of the pastries. Did Mary buy three of the pastries? No.
Sophie sold half of the pancakes. Did Sophie sell three of the pancakes? Maybe.
Both of the chocolates are sold out. Are both of the chocolates sold out? Yes.
Ann bought two of the apples. Did Ann buy three of the apples?", No.,1
4,three-two,"Two of the pretzels are mouldy. Are half of the pretzels mouldy? Maybe.
Mary bought exactly two of the pastries. Did Mary buy three of the pastries? No.
Sophie sold half of the pancakes. Did Sophie sell three of the pancakes? Maybe.
Both of the chocolates are sold out. Are both of the chocolates sold out? Yes.
Ann ordered three of the churros. Did Ann order two of the churros?", No.,0
4,three-at least two,"Two of the pretzels are mouldy. Are half of the pretzels mouldy? Maybe.
Mary bought exactly two of the pastries. Did Mary buy three of the pastries? No.
Sophie sold half of the pancakes. Did Sophie sell three of the pancakes? Maybe.
Both of the chocolates are sold out. Are both of the chocolates sold out? Yes.
Sam liked three of the pastries. Did Sam like at least two of the pastries?", Yes.,1
4,at least two-three,"Two of the pretzels are mouldy. Are half of the pretzels mouldy? Maybe.
Mary bought exactly two of the pastries. Did Mary buy three of the pastries? No.
Sophie sold half of the pancakes. Did Sophie sell three of the pancakes? Maybe.
Both of the chocolates are sold out. Are both of the chocolates sold out? Yes.
Bill liked at least two of the snacks. Did Bill like three of the snacks?", Maybe.,1
4,three-three,"Two of the pretzels are mouldy. Are half of the pretzels mouldy? Maybe.
Mary bought exactly two of the pastries. Did Mary buy three of the pastries? No.
Sophie sold half of the pancakes. Did Sophie sell three of the pancakes? Maybe.
Both of the chocolates are sold out. Are both of the chocolates sold out? Yes.
Sophie wanted three of the peanuts. Did Sophie want three of the peanuts?", Yes.,1
4,at least two-at least two,"Two of the pretzels are mouldy. Are half of the pretzels mouldy? Maybe.
Mary bought exactly two of the pastries. Did Mary buy three of the pastries? No.
Sophie sold half of the pancakes. Did Sophie sell three of the pancakes? Maybe.
Both of the chocolates are sold out. Are both of the chocolates sold out? Yes.
At least two of the cherries are affordable. Are at least two of the cherries affordable?", Yes.,1
4,two-three,"Lucy saw none of the sweaters. Did Lucy see some of the sweaters? No.
Two of the umbrellas are pretty. Are half of the umbrellas pretty? Maybe.
The woman had half of the cupcakes. Did the woman have three of the cupcakes? Maybe.
John had three of the snacks. Did John have three of the snacks? Yes.
Robin spotted two of the cars. Did Robin spot three of the cars?", No.,1
4,three-two,"Lucy saw none of the sweaters. Did Lucy see some of the sweaters? No.
Two of the umbrellas are pretty. Are half of the umbrellas pretty? Maybe.
The woman had half of the cupcakes. Did the woman have three of the cupcakes? Maybe.
John had three of the snacks. Did John have three of the snacks? Yes.
Sophie had three of the shirts. Did Sophie have two of the shirts?", No.,0
4,three-at least two,"Lucy saw none of the sweaters. Did Lucy see some of the sweaters? No.
Two of the umbrellas are pretty. Are half of the umbrellas pretty? Maybe.
The woman had half of the cupcakes. Did the woman have three of the cupcakes? Maybe.
John had three of the snacks. Did John have three of the snacks? Yes.
Three of the shoes are affordable. Are at least two of the shoes affordable?", Maybe.,0
4,at least two-three,"Lucy saw none of the sweaters. Did Lucy see some of the sweaters? No.
Two of the umbrellas are pretty. Are half of the umbrellas pretty? Maybe.
The woman had half of the cupcakes. Did the woman have three of the cupcakes? Maybe.
John had three of the snacks. Did John have three of the snacks? Yes.
John had at least two of the sweaters. Did John have three of the sweaters?", No.,0
4,three-three,"Lucy saw none of the sweaters. Did Lucy see some of the sweaters? No.
Two of the umbrellas are pretty. Are half of the umbrellas pretty? Maybe.
The woman had half of the cupcakes. Did the woman have three of the cupcakes? Maybe.
John had three of the snacks. Did John have three of the snacks? Yes.
Three of the bottles are green. Are three of the bottles green?", Yes.,1
4,at least two-at least two,"Lucy saw none of the sweaters. Did Lucy see some of the sweaters? No.
Two of the umbrellas are pretty. Are half of the umbrellas pretty? Maybe.
The woman had half of the cupcakes. Did the woman have three of the cupcakes? Maybe.
John had three of the snacks. Did John have three of the snacks? Yes.
John got at least two of the strawberries. Did John get at least two of the strawberries?", Yes.,1
4,two-three,"The teacher sold most of the pancakes. Did the teacher sell none of the pancakes? No.
The teacher owned most of the tickets. Did the teacher own three of the tickets? Maybe.
Michael got half of the sweaters. Did Michael get half of the sweaters? Yes.
Sally got two of the rings. Did Sally get all of the rings? Maybe.
Jo noticed two of the mice. Did Jo notice three of the mice?", No.,1
4,three-two,"The teacher sold most of the pancakes. Did the teacher sell none of the pancakes? No.
The teacher owned most of the tickets. Did the teacher own three of the tickets? Maybe.
Michael got half of the sweaters. Did Michael get half of the sweaters? Yes.
Sally got two of the rings. Did Sally get all of the rings? Maybe.
The teacher sold three of the shirts. Did the teacher sell two of the shirts?", No.,0
4,three-at least two,"The teacher sold most of the pancakes. Did the teacher sell none of the pancakes? No.
The teacher owned most of the tickets. Did the teacher own three of the tickets? Maybe.
Michael got half of the sweaters. Did Michael get half of the sweaters? Yes.
Sally got two of the rings. Did Sally get all of the rings? Maybe.
The actress owned three of the peanuts. Did the actress own at least two of the peanuts?", Yes.,1
4,at least two-three,"The teacher sold most of the pancakes. Did the teacher sell none of the pancakes? No.
The teacher owned most of the tickets. Did the teacher own three of the tickets? Maybe.
Michael got half of the sweaters. Did Michael get half of the sweaters? Yes.
Sally got two of the rings. Did Sally get all of the rings? Maybe.
Bill purchased at least two of the pancakes. Did Bill purchase three of the pancakes?", No.,0
4,three-three,"The teacher sold most of the pancakes. Did the teacher sell none of the pancakes? No.
The teacher owned most of the tickets. Did the teacher own three of the tickets? Maybe.
Michael got half of the sweaters. Did Michael get half of the sweaters? Yes.
Sally got two of the rings. Did Sally get all of the rings? Maybe.
The singer liked three of the rings. Did the singer like three of the rings?", Yes.,1
4,at least two-at least two,"The teacher sold most of the pancakes. Did the teacher sell none of the pancakes? No.
The teacher owned most of the tickets. Did the teacher own three of the tickets? Maybe.
Michael got half of the sweaters. Did Michael get half of the sweaters? Yes.
Sally got two of the rings. Did Sally get all of the rings? Maybe.
The actor ordered at least two of the scarves. Did the actor order at least two of the scarves?", Yes.,1
4,two-three,"Michael spotted half of the pancakes. Did Michael spot three of the pancakes? Maybe.
Sally bought exactly two of the backpacks. Did Sally buy one of the backpacks? No.
Two of the cherries are sold out. Are half of the cherries sold out? Maybe.
Both of the snacks are delicious. Are both of the snacks delicious? Yes.
Two of the cupcakes are affordable. Are three of the cupcakes affordable?", No.,1
4,three-two,"Michael spotted half of the pancakes. Did Michael spot three of the pancakes? Maybe.
Sally bought exactly two of the backpacks. Did Sally buy one of the backpacks? No.
Two of the cherries are sold out. Are half of the cherries sold out? Maybe.
Both of the snacks are delicious. Are both of the snacks delicious? Yes.
The woman owned three of the shirts. Did the woman own two of the shirts?", No.,0
4,three-at least two,"Michael spotted half of the pancakes. Did Michael spot three of the pancakes? Maybe.
Sally bought exactly two of the backpacks. Did Sally buy one of the backpacks? No.
Two of the cherries are sold out. Are half of the cherries sold out? Maybe.
Both of the snacks are delicious. Are both of the snacks delicious? Yes.
Mary sold three of the cherries. Did Mary sell at least two of the cherries?", Yes.,1
4,at least two-three,"Michael spotted half of the pancakes. Did Michael spot three of the pancakes? Maybe.
Sally bought exactly two of the backpacks. Did Sally buy one of the backpacks? No.
Two of the cherries are sold out. Are half of the cherries sold out? Maybe.
Both of the snacks are delicious. Are both of the snacks delicious? Yes.
The man spotted at least two of the sandwiches. Did the man spot three of the sandwiches?", No.,0
4,three-three,"Michael spotted half of the pancakes. Did Michael spot three of the pancakes? Maybe.
Sally bought exactly two of the backpacks. Did Sally buy one of the backpacks? No.
Two of the cherries are sold out. Are half of the cherries sold out? Maybe.
Both of the snacks are delicious. Are both of the snacks delicious? Yes.
Three of the candles are pretty. Are three of the candles pretty?", Yes.,1
4,at least two-at least two,"Michael spotted half of the pancakes. Did Michael spot three of the pancakes? Maybe.
Sally bought exactly two of the backpacks. Did Sally buy one of the backpacks? No.
Two of the cherries are sold out. Are half of the cherries sold out? Maybe.
Both of the snacks are delicious. Are both of the snacks delicious? Yes.
At least two of the scarves are sold out. Are at least two of the scarves sold out?", Yes.,1
4,two-three,"Laura purchased half of the pretzels. Did Laura purchase three of the pretzels? Maybe.
Jo liked most of the mugs. Did Jo like none of the mugs? No.
Adam had most of the sandwiches. Did Adam have three of the sandwiches? Maybe.
Mary owned two of the cars. Did Mary own two of the cars? Yes.
Jo liked two of the mugs. Did Jo like three of the mugs?", No.,1
4,three-two,"Laura purchased half of the pretzels. Did Laura purchase three of the pretzels? Maybe.
Jo liked most of the mugs. Did Jo like none of the mugs? No.
Adam had most of the sandwiches. Did Adam have three of the sandwiches? Maybe.
Mary owned two of the cars. Did Mary own two of the cars? Yes.
Sam bought three of the snacks. Did Sam buy two of the snacks?", No.,0
4,three-at least two,"Laura purchased half of the pretzels. Did Laura purchase three of the pretzels? Maybe.
Jo liked most of the mugs. Did Jo like none of the mugs? No.
Adam had most of the sandwiches. Did Adam have three of the sandwiches? Maybe.
Mary owned two of the cars. Did Mary own two of the cars? Yes.
Three of the candles are affordable. Are at least two of the candles affordable?", Yes.,1
4,at least two-three,"Laura purchased half of the pretzels. Did Laura purchase three of the pretzels? Maybe.
Jo liked most of the mugs. Did Jo like none of the mugs? No.
Adam had most of the sandwiches. Did Adam have three of the sandwiches? Maybe.
Mary owned two of the cars. Did Mary own two of the cars? Yes.
Sidney purchased at least two of the pancakes. Did Sidney purchase three of the pancakes?", Maybe.,1
4,three-three,"Laura purchased half of the pretzels. Did Laura purchase three of the pretzels? Maybe.
Jo liked most of the mugs. Did Jo like none of the mugs? No.
Adam had most of the sandwiches. Did Adam have three of the sandwiches? Maybe.
Mary owned two of the cars. Did Mary own two of the cars? Yes.
The actor noticed three of the bagels. Did the actor notice three of the bagels?", Yes.,1
4,at least two-at least two,"Laura purchased half of the pretzels. Did Laura purchase three of the pretzels? Maybe.
Jo liked most of the mugs. Did Jo like none of the mugs? No.
Adam had most of the sandwiches. Did Adam have three of the sandwiches? Maybe.
Mary owned two of the cars. Did Mary own two of the cars? Yes.
Lucy ate at least two of the peanuts. Did Lucy eat at least two of the peanuts?", Yes.,1
4,two-three,"Jim saw half of the parades. Did Jim see half of the parades? Yes.
Laura bought half of the peanuts. Did Laura buy three of the peanuts? Maybe.
Michael owned exactly two of the pastries. Did Michael own one of the pastries? No.
Half of the rings are affordable. Are three of the rings affordable? Maybe.
Two of the mugs are blue. Are three of the mugs blue?", No.,1
4,three-two,"Jim saw half of the parades. Did Jim see half of the parades? Yes.
Laura bought half of the peanuts. Did Laura buy three of the peanuts? Maybe.
Michael owned exactly two of the pastries. Did Michael own one of the pastries? No.
Half of the rings are affordable. Are three of the rings affordable? Maybe.
Sidney ordered three of the snacks. Did Sidney order two of the snacks?", No.,0
4,three-at least two,"Jim saw half of the parades. Did Jim see half of the parades? Yes.
Laura bought half of the peanuts. Did Laura buy three of the peanuts? Maybe.
Michael owned exactly two of the pastries. Did Michael own one of the pastries? No.
Half of the rings are affordable. Are three of the rings affordable? Maybe.
Michael got three of the keyrings. Did Michael get at least two of the keyrings?", Yes.,1
4,at least two-three,"Jim saw half of the parades. Did Jim see half of the parades? Yes.
Laura bought half of the peanuts. Did Laura buy three of the peanuts? Maybe.
Michael owned exactly two of the pastries. Did Michael own one of the pastries? No.
Half of the rings are affordable. Are three of the rings affordable? Maybe.
At least two of the strawberries are pretty. Are three of the strawberries pretty?", No.,0
4,three-three,"Jim saw half of the parades. Did Jim see half of the parades? Yes.
Laura bought half of the peanuts. Did Laura buy three of the peanuts? Maybe.
Michael owned exactly two of the pastries. Did Michael own one of the pastries? No.
Half of the rings are affordable. Are three of the rings affordable? Maybe.
The singer bought three of the cars. Did the singer buy three of the cars?", Yes.,1
4,at least two-at least two,"Jim saw half of the parades. Did Jim see half of the parades? Yes.
Laura bought half of the peanuts. Did Laura buy three of the peanuts? Maybe.
Michael owned exactly two of the pastries. Did Michael own one of the pastries? No.
Half of the rings are affordable. Are three of the rings affordable? Maybe.
Adam had at least two of the snacks. Did Adam have at least two of the snacks?", Yes.,1
4,two-three,"John saw half of the candles. Did John see three of the candles? Maybe.
Sophie spotted all of the hats. Did Sophie spot none of the hats? No.
Mark noticed two of the temples. Did Mark notice two of the temples? Yes.
Michael saw half of the stores. Did Michael see three of the stores? Maybe.
Bill got two of the bottles. Did Bill get three of the bottles?", No.,1
4,three-two,"John saw half of the candles. Did John see three of the candles? Maybe.
Sophie spotted all of the hats. Did Sophie spot none of the hats? No.
Mark noticed two of the temples. Did Mark notice two of the temples? Yes.
Michael saw half of the stores. Did Michael see three of the stores? Maybe.
Ann spotted three of the parades. Did Ann spot two of the parades?", No.,0
4,three-at least two,"John saw half of the candles. Did John see three of the candles? Maybe.
Sophie spotted all of the hats. Did Sophie spot none of the hats? No.
Mark noticed two of the temples. Did Mark notice two of the temples? Yes.
Michael saw half of the stores. Did Michael see three of the stores? Maybe.
The teacher purchased three of the sandwiches. Did the teacher purchase at least two of the sandwiches?", Yes.,1
4,at least two-three,"John saw half of the candles. Did John see three of the candles? Maybe.
Sophie spotted all of the hats. Did Sophie spot none of the hats? No.
Mark noticed two of the temples. Did Mark notice two of the temples? Yes.
Michael saw half of the stores. Did Michael see three of the stores? Maybe.
Michael spotted at least two of the snacks. Did Michael spot three of the snacks?", No.,0
4,three-three,"John saw half of the candles. Did John see three of the candles? Maybe.
Sophie spotted all of the hats. Did Sophie spot none of the hats? No.
Mark noticed two of the temples. Did Mark notice two of the temples? Yes.
Michael saw half of the stores. Did Michael see three of the stores? Maybe.
Laura owned three of the rings. Did Laura own three of the rings?", Yes.,1
4,at least two-at least two,"John saw half of the candles. Did John see three of the candles? Maybe.
Sophie spotted all of the hats. Did Sophie spot none of the hats? No.
Mark noticed two of the temples. Did Mark notice two of the temples? Yes.
Michael saw half of the stores. Did Michael see three of the stores? Maybe.
Adam ordered at least two of the peanuts. Did Adam order at least two of the peanuts?", Yes.,1
4,two-three,"Bill wanted none of the keyrings. Did Bill want two of the keyrings? No.
The actress noticed most of the sweaters. Did the actress notice three of the sweaters? Maybe.
Sam noticed two of the tickets. Did Sam notice some of the tickets? Yes.
The actor liked most of the backpacks. Did the actor like three of the backpacks? Maybe.
The woman bought two of the strawberries. Did the woman buy three of the strawberries?", No.,1
4,three-two,"Bill wanted none of the keyrings. Did Bill want two of the keyrings? No.
The actress noticed most of the sweaters. Did the actress notice three of the sweaters? Maybe.
Sam noticed two of the tickets. Did Sam notice some of the tickets? Yes.
The actor liked most of the backpacks. Did the actor like three of the backpacks? Maybe.
The man sold three of the burgers. Did the man sell two of the burgers?", No.,0
4,three-at least two,"Bill wanted none of the keyrings. Did Bill want two of the keyrings? No.
The actress noticed most of the sweaters. Did the actress notice three of the sweaters? Maybe.
Sam noticed two of the tickets. Did Sam notice some of the tickets? Yes.
The actor liked most of the backpacks. Did the actor like three of the backpacks? Maybe.
Jim wanted three of the strawberries. Did Jim want at least two of the strawberries?", Yes.,1
4,at least two-three,"Bill wanted none of the keyrings. Did Bill want two of the keyrings? No.
The actress noticed most of the sweaters. Did the actress notice three of the sweaters? Maybe.
Sam noticed two of the tickets. Did Sam notice some of the tickets? Yes.
The actor liked most of the backpacks. Did the actor like three of the backpacks? Maybe.
Michael ordered at least two of the sweaters. Did Michael order three of the sweaters?", No.,0
4,three-three,"Bill wanted none of the keyrings. Did Bill want two of the keyrings? No.
The actress noticed most of the sweaters. Did the actress notice three of the sweaters? Maybe.
Sam noticed two of the tickets. Did Sam notice some of the tickets? Yes.
The actor liked most of the backpacks. Did the actor like three of the backpacks? Maybe.
The woman purchased three of the cupcakes. Did the woman purchase three of the cupcakes?", Yes.,1
4,at least two-at least two,"Bill wanted none of the keyrings. Did Bill want two of the keyrings? No.
The actress noticed most of the sweaters. Did the actress notice three of the sweaters? Maybe.
Sam noticed two of the tickets. Did Sam notice some of the tickets? Yes.
The actor liked most of the backpacks. Did the actor like three of the backpacks? Maybe.
The actor ate at least two of the bagels. Did the actor eat at least two of the bagels?", Yes.,1
4,two-three,"Jim owned two of the strawberries. Did Jim own half of the strawberries? Maybe.
Sally bought exactly two of the toys. Did Sally buy one of the toys? No.
Michael had half of the sandwiches. Did Michael have some of the sandwiches? Yes.
Two of the scarves are red. Are all of the scarves red? Maybe.
Two of the toys are red. Are three of the toys red?", No.,1
4,three-two,"Jim owned two of the strawberries. Did Jim own half of the strawberries? Maybe.
Sally bought exactly two of the toys. Did Sally buy one of the toys? No.
Michael had half of the sandwiches. Did Michael have some of the sandwiches? Yes.
Two of the scarves are red. Are all of the scarves red? Maybe.
The singer sold three of the candles. Did the singer sell two of the candles?", No.,0
4,three-at least two,"Jim owned two of the strawberries. Did Jim own half of the strawberries? Maybe.
Sally bought exactly two of the toys. Did Sally buy one of the toys? No.
Michael had half of the sandwiches. Did Michael have some of the sandwiches? Yes.
Two of the scarves are red. Are all of the scarves red? Maybe.
Laura wanted three of the peanuts. Did Laura want at least two of the peanuts?", Yes.,1
4,at least two-three,"Jim owned two of the strawberries. Did Jim own half of the strawberries? Maybe.
Sally bought exactly two of the toys. Did Sally buy one of the toys? No.
Michael had half of the sandwiches. Did Michael have some of the sandwiches? Yes.
Two of the scarves are red. Are all of the scarves red? Maybe.
The teacher ate at least two of the cupcakes. Did the teacher eat three of the cupcakes?", Maybe.,1
4,three-three,"Jim owned two of the strawberries. Did Jim own half of the strawberries? Maybe.
Sally bought exactly two of the toys. Did Sally buy one of the toys? No.
Michael had half of the sandwiches. Did Michael have some of the sandwiches? Yes.
Two of the scarves are red. Are all of the scarves red? Maybe.
Three of the cherries are delicious. Are three of the cherries delicious?", Yes.,1
4,at least two-at least two,"Jim owned two of the strawberries. Did Jim own half of the strawberries? Maybe.
Sally bought exactly two of the toys. Did Sally buy one of the toys? No.
Michael had half of the sandwiches. Did Michael have some of the sandwiches? Yes.
Two of the scarves are red. Are all of the scarves red? Maybe.
Jim sold at least two of the cakes. Did Jim sell at least two of the cakes?", Yes.,1
4,two-three,"Sidney wanted both of the sandwiches. Did Sidney want both of the sandwiches? Yes.
The woman purchased all of the toys. Did the woman purchase none of the toys? No.
Most of the chocolates are sold out. Are three of the chocolates sold out? Maybe.
John liked two of the strawberries. Did John like all of the strawberries? Maybe.
The actor bought two of the rings. Did the actor buy three of the rings?", No.,1
4,three-two,"Sidney wanted both of the sandwiches. Did Sidney want both of the sandwiches? Yes.
The woman purchased all of the toys. Did the woman purchase none of the toys? No.
Most of the chocolates are sold out. Are three of the chocolates sold out? Maybe.
John liked two of the strawberries. Did John like all of the strawberries? Maybe.
Sophie ordered three of the cupcakes. Did Sophie order two of the cupcakes?", No.,0
4,three-at least two,"Sidney wanted both of the sandwiches. Did Sidney want both of the sandwiches? Yes.
The woman purchased all of the toys. Did the woman purchase none of the toys? No.
Most of the chocolates are sold out. Are three of the chocolates sold out? Maybe.
John liked two of the strawberries. Did John like all of the strawberries? Maybe.
Laura wanted three of the bagels. Did Laura want at least two of the bagels?", Yes.,1
4,at least two-three,"Sidney wanted both of the sandwiches. Did Sidney want both of the sandwiches? Yes.
The woman purchased all of the toys. Did the woman purchase none of the toys? No.
Most of the chocolates are sold out. Are three of the chocolates sold out? Maybe.
John liked two of the strawberries. Did John like all of the strawberries? Maybe.
Jim liked at least two of the pancakes. Did Jim like three of the pancakes?", Maybe.,1
4,three-three,"Sidney wanted both of the sandwiches. Did Sidney want both of the sandwiches? Yes.
The woman purchased all of the toys. Did the woman purchase none of the toys? No.
Most of the chocolates are sold out. Are three of the chocolates sold out? Maybe.
John liked two of the strawberries. Did John like all of the strawberries? Maybe.
Laura wanted three of the cherries. Did Laura want three of the cherries?", Yes.,1
4,at least two-at least two,"Sidney wanted both of the sandwiches. Did Sidney want both of the sandwiches? Yes.
The woman purchased all of the toys. Did the woman purchase none of the toys? No.
Most of the chocolates are sold out. Are three of the chocolates sold out? Maybe.
John liked two of the strawberries. Did John like all of the strawberries? Maybe.
The woman ordered at least two of the sweaters. Did the woman order at least two of the sweaters?", Yes.,1
4,two-three,"The singer owned two of the shirts. Did the singer own all of the shirts? Maybe.
The actress owned most of the cupcakes. Did the actress own three of the cupcakes? Maybe.
The actor purchased three of the scarves. Did the actor purchase three of the scarves? Yes.
Laura bought none of the chocolates. Did Laura buy some of the chocolates? No.
The actor bought two of the pretzels. Did the actor buy three of the pretzels?", No.,1
4,three-two,"The singer owned two of the shirts. Did the singer own all of the shirts? Maybe.
The actress owned most of the cupcakes. Did the actress own three of the cupcakes? Maybe.
The actor purchased three of the scarves. Did the actor purchase three of the scarves? Yes.
Laura bought none of the chocolates. Did Laura buy some of the chocolates? No.
Mary spotted three of the umbrellas. Did Mary spot two of the umbrellas?", Maybe.,0
4,three-at least two,"The singer owned two of the shirts. Did the singer own all of the shirts? Maybe.
The actress owned most of the cupcakes. Did the actress own three of the cupcakes? Maybe.
The actor purchased three of the scarves. Did the actor purchase three of the scarves? Yes.
Laura bought none of the chocolates. Did Laura buy some of the chocolates? No.
The actress ate three of the chocolates. Did the actress eat at least two of the chocolates?", Yes.,1
4,at least two-three,"The singer owned two of the shirts. Did the singer own all of the shirts? Maybe.
The actress owned most of the cupcakes. Did the actress own three of the cupcakes? Maybe.
The actor purchased three of the scarves. Did the actor purchase three of the scarves? Yes.
Laura bought none of the chocolates. Did Laura buy some of the chocolates? No.
Sophie sold at least two of the shoes. Did Sophie sell three of the shoes?", Maybe.,1
4,three-three,"The singer owned two of the shirts. Did the singer own all of the shirts? Maybe.
The actress owned most of the cupcakes. Did the actress own three of the cupcakes? Maybe.
The actor purchased three of the scarves. Did the actor purchase three of the scarves? Yes.
Laura bought none of the chocolates. Did Laura buy some of the chocolates? No.
Ann ordered three of the churros. Did Ann order three of the churros?", Yes.,1
4,at least two-at least two,"The singer owned two of the shirts. Did the singer own all of the shirts? Maybe.
The actress owned most of the cupcakes. Did the actress own three of the cupcakes? Maybe.
The actor purchased three of the scarves. Did the actor purchase three of the scarves? Yes.
Laura bought none of the chocolates. Did Laura buy some of the chocolates? No.
Michael saw at least two of the performers. Did Michael see at least two of the performers?", Yes.,1
4,two-three,"Adam purchased both of the sweaters. Did Adam purchase two of the sweaters? Yes.
Jim sold most of the cupcakes. Did Jim sell three of the cupcakes? Maybe.
All of the umbrellas are sold out. Are none of the umbrellas sold out? No.
Bill bought two of the bottles. Did Bill buy all of the bottles? Maybe.
Two of the mugs are expensive. Are three of the mugs expensive?", No.,1
4,three-two,"Adam purchased both of the sweaters. Did Adam purchase two of the sweaters? Yes.
Jim sold most of the cupcakes. Did Jim sell three of the cupcakes? Maybe.
All of the umbrellas are sold out. Are none of the umbrellas sold out? No.
Bill bought two of the bottles. Did Bill buy all of the bottles? Maybe.
Adam wanted three of the shirts. Did Adam want two of the shirts?", No.,0
4,three-at least two,"Adam purchased both of the sweaters. Did Adam purchase two of the sweaters? Yes.
Jim sold most of the cupcakes. Did Jim sell three of the cupcakes? Maybe.
All of the umbrellas are sold out. Are none of the umbrellas sold out? No.
Bill bought two of the bottles. Did Bill buy all of the bottles? Maybe.
The singer got three of the peanuts. Did the singer get at least two of the peanuts?", Yes.,1
4,at least two-three,"Adam purchased both of the sweaters. Did Adam purchase two of the sweaters? Yes.
Jim sold most of the cupcakes. Did Jim sell three of the cupcakes? Maybe.
All of the umbrellas are sold out. Are none of the umbrellas sold out? No.
Bill bought two of the bottles. Did Bill buy all of the bottles? Maybe.
The teacher sold at least two of the cars. Did the teacher sell three of the cars?", Maybe.,1
4,three-three,"Adam purchased both of the sweaters. Did Adam purchase two of the sweaters? Yes.
Jim sold most of the cupcakes. Did Jim sell three of the cupcakes? Maybe.
All of the umbrellas are sold out. Are none of the umbrellas sold out? No.
Bill bought two of the bottles. Did Bill buy all of the bottles? Maybe.
Three of the pastries are on sale. Are three of the pastries on sale?", Yes.,1
4,at least two-at least two,"Adam purchased both of the sweaters. Did Adam purchase two of the sweaters? Yes.
Jim sold most of the cupcakes. Did Jim sell three of the cupcakes? Maybe.
All of the umbrellas are sold out. Are none of the umbrellas sold out? No.
Bill bought two of the bottles. Did Bill buy all of the bottles? Maybe.
Sophie bought at least two of the candles. Did Sophie buy at least two of the candles?", Yes.,1
4,two-three,"John owned half of the burgers. Did John own three of the burgers? Maybe.
The man bought most of the cakes. Did the man buy three of the cakes? Maybe.
Bill sold several of the candles. Did Bill sell none of the candles? No.
The teacher got two of the bagels. Did the teacher get more than one of the bagels? Yes.
Sam bought two of the umbrellas. Did Sam buy three of the umbrellas?", No.,1
4,three-two,"John owned half of the burgers. Did John own three of the burgers? Maybe.
The man bought most of the cakes. Did the man buy three of the cakes? Maybe.
Bill sold several of the candles. Did Bill sell none of the candles? No.
The teacher got two of the bagels. Did the teacher get more than one of the bagels? Yes.
The teacher bought three of the snacks. Did the teacher buy two of the snacks?", No.,0
4,three-at least two,"John owned half of the burgers. Did John own three of the burgers? Maybe.
The man bought most of the cakes. Did the man buy three of the cakes? Maybe.
Bill sold several of the candles. Did Bill sell none of the candles? No.
The teacher got two of the bagels. Did the teacher get more than one of the bagels? Yes.
Three of the pretzels are sold out. Are at least two of the pretzels sold out?", Yes.,1
4,at least two-three,"John owned half of the burgers. Did John own three of the burgers? Maybe.
The man bought most of the cakes. Did the man buy three of the cakes? Maybe.
Bill sold several of the candles. Did Bill sell none of the candles? No.
The teacher got two of the bagels. Did the teacher get more than one of the bagels? Yes.
Mary wanted at least two of the cherries. Did Mary want three of the cherries?", No.,0
4,three-three,"John owned half of the burgers. Did John own three of the burgers? Maybe.
The man bought most of the cakes. Did the man buy three of the cakes? Maybe.
Bill sold several of the candles. Did Bill sell none of the candles? No.
The teacher got two of the bagels. Did the teacher get more than one of the bagels? Yes.
Jim got three of the umbrellas. Did Jim get three of the umbrellas?", Yes.,1
4,at least two-at least two,"John owned half of the burgers. Did John own three of the burgers? Maybe.
The man bought most of the cakes. Did the man buy three of the cakes? Maybe.
Bill sold several of the candles. Did Bill sell none of the candles? No.
The teacher got two of the bagels. Did the teacher get more than one of the bagels? Yes.
Sidney wanted at least two of the oranges. Did Sidney want at least two of the oranges?", Yes.,1
4,two-three,"Mary ordered half of the pancakes. Did Mary order three of the pancakes? Maybe.
The actress ate none of the oranges. Did the actress eat some of the oranges? No.
Sally noticed two of the sights. Did Sally notice all of the sights? Maybe.
Three of the burgers are warm. Are more than two of the burgers warm? Yes.
The actor noticed two of the mugs. Did the actor notice three of the mugs?", No.,1
4,three-two,"Mary ordered half of the pancakes. Did Mary order three of the pancakes? Maybe.
The actress ate none of the oranges. Did the actress eat some of the oranges? No.
Sally noticed two of the sights. Did Sally notice all of the sights? Maybe.
Three of the burgers are warm. Are more than two of the burgers warm? Yes.
Sophie bought three of the mugs. Did Sophie buy two of the mugs?", No.,0
4,three-at least two,"Mary ordered half of the pancakes. Did Mary order three of the pancakes? Maybe.
The actress ate none of the oranges. Did the actress eat some of the oranges? No.
Sally noticed two of the sights. Did Sally notice all of the sights? Maybe.
Three of the burgers are warm. Are more than two of the burgers warm? Yes.
John spotted three of the sights. Did John spot at least two of the sights?", Yes.,1
