PrefixLength,Determiners,Prompt,Answer,Correct,YesLogProb,NoLogProb,MaybeLogProb,LogProbDelta
1,all-some,"If three of the peanuts are cheap, you will get a prize. Three of the peanuts are cheap. Do you get a prize? Yes.
If Sidney buys some of the pancakes, Sidney will get a prize. Sidney bought all of the pancakes. Does Sidney get a prize?", Yes.,1,-0.5884203,-0.9132341,,-0.32481380000000004
1,all-all,"If three of the peanuts are cheap, you will get a prize. Three of the peanuts are cheap. Do you get a prize? Yes.
If Sophie sees all of the apples, Sophie will get a prize. Sophie saw all of the apples. Does Sophie get a prize?", Yes.,1,-0.32266068,-1.4495909,,-1.12693022
1,some-some,"If three of the peanuts are cheap, you will get a prize. Three of the peanuts are cheap. Do you get a prize? Yes.
If some of the mugs are yellow, you will get a prize. Some of the mugs are yellow. Do you get a prize?", Yes.,1,-0.6385524,-0.8361194,-5.1051774,-0.19756699999999994
1,some-all,"If two of the rings are blue, you will get a prize. Both of the rings are blue. Do you get a prize? Yes.
If Robin orders all of the strawberries, Robin will get a prize. Robin ordered some of the strawberries. Does Robin get a prize?", No.,1,-1.1859496,-0.5228102,-4.2632847,-0.6631394
1,all-some,"If two of the rings are blue, you will get a prize. Both of the rings are blue. Do you get a prize? Yes.
If Laura buys some of the strawberries, Laura will get a prize. Laura bought all of the strawberries. Does Laura get a prize?", Yes.,1,-0.46599925,-1.1069256,,-0.6409263500000001
1,all-all,"If two of the rings are blue, you will get a prize. Both of the rings are blue. Do you get a prize? Yes.
If Sophie eats all of the strawberries, Sophie will get a prize. Sophie ate all of the strawberries. Does Sophie get a prize?", Yes.,1,-0.31454223,-1.5146079,,-1.2000656699999999
1,some-some,"If two of the rings are blue, you will get a prize. Both of the rings are blue. Do you get a prize? Yes.
If the actor sees some of the rings, the actor will get a prize. The actor saw some of the rings. Does the actor get a prize?", Yes.,1,-0.672598,-0.8286153,,-0.15601730000000003
1,some-all,"If Adam likes three of the umbrellas, Adam will get a prize. Adam liked three of the umbrellas. Does Adam get a prize? Yes.
If the actor gets all of the rings, the actor will get a prize. The actor got some of the rings. Does the actor get a prize?", No.,1,-1.4684619,-0.3631915,-3.7368448,-1.1052704000000002
1,all-some,"If Adam likes three of the umbrellas, Adam will get a prize. Adam liked three of the umbrellas. Does Adam get a prize? Yes.
If some of the oranges are on sale, you will get a prize. All of the oranges are on sale. Do you get a prize?", Yes.,1,-0.6106704,-0.8623947,,-0.2517243
1,all-all,"If Adam likes three of the umbrellas, Adam will get a prize. Adam liked three of the umbrellas. Does Adam get a prize? Yes.
If Jim sees all of the peanuts, Jim will get a prize. Jim saw all of the peanuts. Does Jim get a prize?", Yes.,1,-0.67001694,-0.7682683,-6.120319,-0.09825136000000001
1,some-some,"If Adam likes three of the umbrellas, Adam will get a prize. Adam liked three of the umbrellas. Does Adam get a prize? Yes.
If the woman sees some of the apples, the woman will get a prize. The woman saw some of the apples. Does the woman get a prize?", No.,0,-0.73337597,-0.7002454,-6.144051,0.03313056999999997
1,some-all,"If Sally eats some of the pastries, Sally will get a prize. Sally ate half of the pastries. Does Sally get a prize? Yes.
If Bill has all of the mugs, Bill will get a prize. Bill had some of the mugs. Does Bill get a prize?", No.,1,-1.5433278,-0.3555227,-3.3237007,-1.1878050999999998
1,all-some,"If Sally eats some of the pastries, Sally will get a prize. Sally ate half of the pastries. Does Sally get a prize? Yes.
If Ann owns some of the bagels, Ann will get a prize. Ann owned all of the bagels. Does Ann get a prize?", No.,0,-0.945791,-0.5406359,-6.3467,0.4051551000000001
1,all-all,"If Sally eats some of the pastries, Sally will get a prize. Sally ate half of the pastries. Does Sally get a prize? Yes.
If the teacher eats all of the bagels, the teacher will get a prize. The teacher ate all of the bagels. Does the teacher get a prize?", No.,0,-0.9360338,-0.57651377,-5.737097,0.35952003
1,some-some,"If Sally eats some of the pastries, Sally will get a prize. Sally ate half of the pastries. Does Sally get a prize? Yes.
If the man buys some of the cakes, the man will get a prize. The man bought some of the cakes. Does the man get a prize?", Yes.,1,-0.61792076,-0.85838413,-4.973729,-0.24046337000000007
1,some-all,"If Michael has all of the cherries, Michael will get a prize. Michael had both of the cherries. Does Michael get a prize? Yes.
If Mary orders all of the cupcakes, Mary will get a prize. Mary ordered some of the cupcakes. Does Mary get a prize?", No.,1,-1.4733188,-0.4267835,-3.1217833,-1.0465353
1,all-some,"If Michael has all of the cherries, Michael will get a prize. Michael had both of the cherries. Does Michael get a prize? Yes.
If some of the oranges are delicious, you will get a prize. All of the oranges are delicious. Do you get a prize?", Yes.,1,-0.37731552,-1.2843742,,-0.90705868
1,all-all,"If Michael has all of the cherries, Michael will get a prize. Michael had both of the cherries. Does Michael get a prize? Yes.
If all of the toys are yellow, you will get a prize. All of the toys are yellow. Do you get a prize?", Yes.,1,-0.25911266,-1.7058289,,-1.44671624
1,some-some,"If Michael has all of the cherries, Michael will get a prize. Michael had both of the cherries. Does Michael get a prize? Yes.
If some of the cherries are impressive, you will get a prize. Some of the cherries are impressive. Do you get a prize?", No.,0,-0.8851114,-0.78974396,-3.3077455,0.09536743999999997
1,some-all,"If all of the toys are affordable, you will get a prize. Both of the toys are affordable. Do you get a prize? Yes.
If the teacher purchases all of the scarves, the teacher will get a prize. The teacher purchased some of the scarves. Does the teacher get a prize?", No.,1,-1.0223979,-0.5452862,-4.9934483,-0.4771117
1,all-some,"If all of the toys are affordable, you will get a prize. Both of the toys are affordable. Do you get a prize? Yes.
If Adam likes some of the shirts, Adam will get a prize. Adam liked all of the shirts. Does Adam get a prize?", Yes.,1,-0.41092065,-1.1622176,,-0.75129695
1,all-all,"If all of the toys are affordable, you will get a prize. Both of the toys are affordable. Do you get a prize? Yes.
If all of the candles are green, you will get a prize. All of the candles are green. Do you get a prize?", Yes.,1,-0.43762535,-1.1049609,,-0.66733555
1,some-some,"If all of the toys are affordable, you will get a prize. Both of the toys are affordable. Do you get a prize? Yes.
If John sees some of the parades, John will get a prize. John saw some of the parades. Does John get a prize?", Yes.,1,-0.48016658,-1.0705673,-5.747992,-0.59040072
1,some-all,"If Sidney likes more than one of the apples, Sidney will get a prize. Sidney liked some of the apples. Does Sidney get a prize? Yes.
If Sophie spots all of the sweaters, Sophie will get a prize. Sophie spotted some of the sweaters. Does Sophie get a prize?", No.,1,-0.8191058,-0.71044034,-3.5832353,-0.10866545999999999
1,all-some,"If Sidney likes more than one of the apples, Sidney will get a prize. Sidney liked some of the apples. Does Sidney get a prize? Yes.
If Adam wants some of the sandwiches, Adam will get a prize. Adam wanted all of the sandwiches. Does Adam get a prize?", No.,0,-1.2923231,-0.35330862,,0.93901448
1,all-all,"If Sidney likes more than one of the apples, Sidney will get a prize. Sidney liked some of the apples. Does Sidney get a prize? Yes.
If Ann buys all of the cupcakes, Ann will get a prize. Ann bought all of the cupcakes. Does Ann get a prize?", Yes.,1,-0.5391484,-0.94780153,,-0.40865313000000003
1,some-some,"If Sidney likes more than one of the apples, Sidney will get a prize. Sidney liked some of the apples. Does Sidney get a prize? Yes.
If Sam likes some of the shirts, Sam will get a prize. Sam liked some of the shirts. Does Sam get a prize?", No.,0,-0.7507969,-0.7089306,-4.664062,0.04186630000000002
1,some-all,"If the teacher notices all of the burgers, the teacher will get a prize. The teacher noticed both of the burgers. Does the teacher get a prize? Yes.
If the singer likes all of the cherries, the singer will get a prize. The singer liked some of the cherries. Does the singer get a prize?", No.,1,-1.462446,-0.388048,-3.4022312,-1.074398
1,all-some,"If the teacher notices all of the burgers, the teacher will get a prize. The teacher noticed both of the burgers. Does the teacher get a prize? Yes.
If Michael orders some of the shoes, Michael will get a prize. Michael ordered all of the shoes. Does Michael get a prize?", Yes.,1,-0.61656016,-0.8458731,,-0.22931294000000002
1,all-all,"If the teacher notices all of the burgers, the teacher will get a prize. The teacher noticed both of the burgers. Does the teacher get a prize? Yes.
If Sidney spots all of the pretzels, Sidney will get a prize. Sidney spotted all of the pretzels. Does Sidney get a prize?", Yes.,1,-0.41254562,-1.2533889,-5.955415,-0.8408432800000001
1,some-some,"If the teacher notices all of the burgers, the teacher will get a prize. The teacher noticed both of the burgers. Does the teacher get a prize? Yes.
If Mary likes some of the hats, Mary will get a prize. Mary liked some of the hats. Does Mary get a prize?", Yes.,1,-0.67553234,-0.8710813,-3.9757907,-0.19554896
1,some-all,"If the actress sees two of the burgers, the actress will get a prize. The actress saw some of the burgers. Does the actress get a prize? Yes.
If all of the toys are red, you will get a prize. Some of the toys are red. Do you get a prize?", No.,1,-1.2713479,-0.4455651,-4.4074144,-0.8257828
1,all-some,"If the actress sees two of the burgers, the actress will get a prize. The actress saw some of the burgers. Does the actress get a prize? Yes.
If Jim has some of the keyrings, Jim will get a prize. Jim had all of the keyrings. Does Jim get a prize?", No.,0,-0.9326658,-0.54122454,,0.39144126
1,all-all,"If the actress sees two of the burgers, the actress will get a prize. The actress saw some of the burgers. Does the actress get a prize? Yes.
If Michael sells all of the burgers, Michael will get a prize. Michael sold all of the burgers. Does Michael get a prize?", Yes.,1,-0.45066065,-1.0832862,-6.9980965,-0.6326255500000001
1,some-some,"If the actress sees two of the burgers, the actress will get a prize. The actress saw some of the burgers. Does the actress get a prize? Yes.
If Sophie likes some of the tickets, Sophie will get a prize. Sophie liked some of the tickets. Does Sophie get a prize?", Yes.,1,-0.4464067,-1.1073945,-5.7570715,-0.6609878
1,some-all,"If the singer sells more than one of the rings, the singer will get a prize. The singer sold some of the rings. Does the singer get a prize? Yes.
If the woman spots all of the umbrellas, the woman will get a prize. The woman spotted some of the umbrellas. Does the woman get a prize?", No.,1,-0.77646464,-0.661875,-5.7095013,-0.11458964000000005
1,all-some,"If the singer sells more than one of the rings, the singer will get a prize. The singer sold some of the rings. Does the singer get a prize? Yes.
If some of the scarves are orange, you will get a prize. All of the scarves are orange. Do you get a prize?", Yes.,1,-0.32337555,-1.4365004,,-1.11312485
1,all-all,"If the singer sells more than one of the rings, the singer will get a prize. The singer sold some of the rings. Does the singer get a prize? Yes.
If all of the apples are colourful, you will get a prize. All of the apples are colourful. Do you get a prize?", Yes.,1,-0.35281825,-1.3471038,,-0.99428555
1,some-some,"If the singer sells more than one of the rings, the singer will get a prize. The singer sold some of the rings. Does the singer get a prize? Yes.
If Mary orders some of the pretzels, Mary will get a prize. Mary ordered some of the pretzels. Does Mary get a prize?", Yes.,1,-0.53872705,-0.93659616,-6.2528954,-0.39786911
1,some-all,"If Robin buys more than one of the sweaters, Robin will get a prize. Robin bought some of the sweaters. Does Robin get a prize? Yes.
If all of the cars are orange, you will get a prize. Some of the cars are orange. Do you get a prize?", No.,1,-1.265402,-0.43483937,-4.3192196,-0.83056263
1,all-some,"If Robin buys more than one of the sweaters, Robin will get a prize. Robin bought some of the sweaters. Does Robin get a prize? Yes.
If some of the burgers are on sale, you will get a prize. All of the burgers are on sale. Do you get a prize?", Yes.,1,-0.54133403,-0.9986133,,-0.45727927
1,all-all,"If Robin buys more than one of the sweaters, Robin will get a prize. Robin bought some of the sweaters. Does Robin get a prize? Yes.
If Adam wants all of the burgers, Adam will get a prize. Adam wanted all of the burgers. Does Adam get a prize?", No.,0,-0.78081524,-0.6656037,-6.207713,0.11521154
1,some-some,"If Robin buys more than one of the sweaters, Robin will get a prize. Robin bought some of the sweaters. Does Robin get a prize? Yes.
If some of the bottles are blue, you will get a prize. Some of the bottles are blue. Do you get a prize?", Yes.,1,-0.52942514,-1.0456376,-4.903288,-0.5162124600000001
1,some-all,"If Robin eats some of the sandwiches, Robin will get a prize. Robin ate half of the sandwiches. Does Robin get a prize? Yes.
If Mary likes all of the mugs, Mary will get a prize. Mary liked some of the mugs. Does Mary get a prize?", No.,1,-1.301399,-0.4400785,-3.2948413,-0.8613204999999999
